space_key,space,silhouette_mean,silhouette_std,davies_bouldin_mean,davies_bouldin_std,nmi_mean,nmi_std,centroid_bacc_mean,centroid_bacc_std
fused_embeddings,Dung hợp (fused),-0.016494466460212243,0.04395633980448232,2.9109108233484338,0.07573753723713617,0.5470056897583203,0.008322808976772395,0.5899076703837078,0.048992600268774326
visual_global_embeddings,Ảnh toàn cục,-0.10527548383002683,0.020490300268179648,4.185102223650772,0.04534261440589596,0.48249885641312723,0.016656574516248957,0.530914993553099,0.01954808667185894
visual_local_summary_embeddings,Tóm tắt ảnh cục bộ,-0.16372391842708156,0.029550498803815346,4.298712044720741,0.19261783009514896,0.40224558776891217,0.007960749049892692,0.45588562061547905,0.021137473754565927
text_global_embeddings,Văn bản toàn cục,-0.12158221822643817,0.01227458694693249,3.627252428686116,0.10677527987275999,0.4984065248106277,0.011416911854329172,0.5749207475529438,0.011005848676103751
image_from_text_embeddings,Image-from-text,-0.09615259839726409,0.01403320625986347,3.8088601175732033,0.12830077112962218,0.4956928279161672,0.0034974986987211677,0.5340072203429519,0.03630898694692715
text_from_image_embeddings,Text-from-image,-0.11834468151232934,0.012128189443007588,3.536443476893798,0.1353793518964303,0.49329810567390453,0.019140919680148402,0.5780398826051975,0.018156524967279094
